time_s,theta_deg,m1_counts,m2_counts
0.0,0.5971,0,0
0.01,0.6007,0,0
0.021,0.6045,0,0
0.033,0.608,0,0
0.043,0.6128,0,0
0.054,0.6162,0,0
0.064,0.6174,0,0
0.076,0.6204,0,0
0.087,0.6247,0,0
0.098,0.6269,0,0
0.108,0.6302,0,0
0.118,0.6346,0,0
0.13,0.6371,0,0
0.14,0.6377,0,0
0.15,0.6443,0,0
0.16,0.6465,0,0
0.171,0.6473,0,0
0.183,0.6527,0,0
0.194,0.6557,0,0
0.204,0.6568,0,0
0.214,0.6585,0,0
0.227,0.6612,0,0
0.238,0.6618,0,0
0.248,0.6619,0,0
0.258,0.662,0,0
0.268,0.662,0,0
0.28,0.662,0,0
0.291,0.662,0,0
0.301,0.662,0,0
0.311,0.662,0,0
0.321,0.662,0,0
0.334,0.662,0,0
0.344,0.662,0,0
0.354,0.662,0,0
0.364,0.662,0,0
0.377,0.662,0,0
0.388,0.662,0,0
0.398,0.662,0,0
0.408,0.662,0,0
0.418,0.662,0,0
0.43,0.662,0,0
0.441,0.662,0,0
0.451,0.662,0,0
0.461,0.662,0,0
0.471,0.662,0,0
0.484,0.662,0,0
0.494,0.662,0,0
0.504,0.662,0,0
0.514,0.662,0,0
0.527,0.662,0,0
0.538,0.662,0,0
0.548,0.662,0,0
0.558,0.662,0,0
0.568,0.662,0,0
0.58,0.662,0,0
0.591,0.662,0,0
0.601,0.662,0,0
0.611,0.662,0,0
0.621,0.662,0,0
0.634,0.662,0,0
0.644,0.662,0,0
0.655,0.662,0,0
0.665,0.662,0,0
0.677,0.662,0,0
0.688,0.662,0,0
0.698,0.662,0,0
0.708,0.662,0,0
0.719,0.662,0,0
0.731,0.662,0,0
0.741,0.662,0,0
0.751,0.662,0,0
0.761,0.662,0,0
0.772,0.662,0,0
0.784,0.662,0,0
0.795,0.662,0,0
0.805,0.662,0,0
0.815,0.662,0,0
0.827,0.662,0,0
0.838,0.662,0,0
0.849,0.662,0,0
0.859,0.662,0,0
0.869,0.662,0,0
0.881,0.662,0,0
0.891,0.662,0,0
0.901,0.662,0,0
0.911,0.662,0,0
0.922,0.662,0,0
0.934,0.662,0,0
0.945,0.662,0,0
0.955,0.662,0,0
0.965,0.662,0,0
0.978,0.662,0,0
0.989,0.662,0,0
0.999,0.662,0,0
1.009,0.662,0,0
1.019,0.662,0,0
1.03,0.662,0,0
1.042,0.662,0,0
1.052,0.662,0,0
1.062,0.662,0,0
1.072,0.662,0,0
1.084,0.662,0,0
1.095,0.662,0,0
1.105,0.662,0,0
1.115,0.662,0,0
1.128,0.662,0,0
1.139,0.662,0,0
1.149,0.662,0,0
1.159,0.662,0,0
1.169,0.662,0,0
1.181,0.662,0,0
1.192,0.662,0,0
1.202,0.662,0,0
1.212,0.662,0,0
1.222,0.662,0,0
1.234,0.662,0,0
1.245,0.662,0,0
1.255,0.662,0,0
1.265,0.662,0,0
1.277,0.662,0,0
1.288,0.662,0,0
1.299,0.662,0,0
1.309,0.662,0,0
1.32,0.662,0,0
1.331,0.662,0,0
1.342,0.662,0,0
1.352,0.662,0,0
1.362,0.662,0,0
1.372,0.662,0,0
1.384,0.662,0,0
1.395,0.662,0,0
1.405,0.662,0,0
1.416,0.662,0,0
1.428,0.662,0,0
1.439,0.662,0,0
1.449,0.662,0,0
1.459,0.662,0,0
1.469,0.662,0,0
1.481,0.662,0,0
1.491,0.662,0,0
1.502,0.662,0,0
1.512,0.662,0,0
1.522,0.662,0,0
1.533,0.662,0,0
1.546,0.662,0,0
1.556,0.662,0,0
1.57,0.662,0,0
1.581,0.662,0,0
1.591,0.662,0,0
1.602,0.662,0,0
1.612,0.662,0,0
1.623,0.662,0,0
1.634,0.662,0,0
1.645,0.662,0,0
1.656,0.662,0,0
1.67,0.662,0,0
1.681,0.662,0,0
1.692,0.662,0,0
1.702,0.662,0,0
1.712,0.662,0,0
1.723,0.662,0,0
1.734,0.662,0,0
1.746,0.662,0,0
1.756,0.662,0,0
1.77,0.662,0,0
1.781,0.662,0,0
1.791,0.662,0,0
1.803,0.662,0,0
1.816,0.662,0,0
1.828,0.662,0,0
1.838,0.662,0,0
1.851,0.662,0,0
1.863,0.662,0,0
1.873,0.662,0,0
1.883,0.662,0,0
1.893,0.662,0,0
1.903,0.662,0,0
1.913,0.662,0,0
1.923,0.662,0,0
1.934,0.662,0,0
1.946,0.662,0,0
1.956,0.662,0,0
1.966,0.662,0,0
1.978,0.662,0,0
1.991,0.662,0,0
2.003,0.662,0,0
2.013,0.662,0,0
2.023,0.662,0,0
2.033,0.662,0,0
2.043,0.662,0,0
2.053,0.662,0,0
2.063,0.662,0,0
2.073,0.662,0,0
2.083,0.662,0,0
2.093,0.662,0,0
2.103,0.662,0,0
2.113,0.662,0,0
2.123,0.662,0,0
2.134,0.662,0,0
2.147,0.662,0,0
2.161,0.662,0,0
2.173,0.662,0,0
2.183,0.662,0,0
2.193,0.662,0,0
2.203,0.662,0,0
2.213,0.662,0,0
2.223,0.662,0,0
2.234,0.662,0,0
2.246,0.662,0,0
2.256,0.662,0,0
2.27,0.662,0,0
2.28,0.662,0,1
2.291,0.662,0,10
2.301,0.662,0,27
2.311,0.662,0,49
2.321,0.662,0,77
2.331,0.662,0,109
2.342,0.6422,0,149
2.352,0.6113,0,188
2.362,0.5649,0,228
2.373,0.5026,0,278
2.383,0.4728,0,324
2.395,0.3663,0,376
2.408,0.2954,0,441
2.421,0.2406,0,508
2.432,0.1683,0,565
2.443,0.1303,0,624
2.453,0.0793,0,676
2.463,0.0517,0,728
2.474,0.0124,0,791
2.485,0.0165,0,854
2.496,0.0372,0,915
2.506,0.0589,0,970
2.519,0.0957,0,1051
2.529,0.1147,0,1108
2.54,0.1124,0,1173
2.552,0.143,0,1241
2.564,0.13,0,1312
2.575,0.1592,0,1382
2.586,0.1663,0,1449
