time_s,theta_deg,m1_counts,m2_counts
0.0,4.8821,0,8844
0.011,4.8821,0,8844
0.021,4.8821,0,8844
0.031,4.8821,0,8844
0.041,4.8821,0,8844
0.051,4.8821,0,8844
0.061,4.8821,0,8844
0.071,4.8821,0,8844
0.082,4.8821,0,8844
0.094,4.8821,0,8844
0.104,4.8821,0,8844
0.114,4.8821,0,8844
0.125,4.8821,0,8844
0.136,4.8821,0,8844
0.147,4.8821,0,8844
0.158,4.8821,0,8844
0.168,4.8821,0,8844
0.179,4.8821,0,8844
0.189,4.8821,0,8844
0.201,4.8821,0,8844
0.211,4.8821,0,8844
0.222,4.8821,0,8844
0.232,4.8821,0,8844
0.242,4.8821,0,8844
0.255,4.8821,0,8844
0.265,4.8821,0,8844
0.276,4.8821,0,8844
0.287,4.8821,0,8844
0.298,4.8821,0,8844
0.31,4.8821,0,8844
0.321,4.8821,0,8844
0.331,4.8821,0,8844
0.341,4.8821,0,8844
0.351,4.8821,0,8844
0.361,4.8821,0,8844
0.372,4.8821,0,8844
0.382,4.8821,0,8844
0.395,4.8821,0,8844
0.405,4.8821,0,8844
0.415,4.8821,0,8844
0.426,4.8821,0,8844
0.437,4.8821,0,8844
0.448,4.8821,0,8844
0.458,4.8821,0,8844
0.469,4.8821,0,8844
0.479,4.8821,0,8844
0.49,4.8821,0,8844
0.501,4.8821,0,8844
0.512,4.8821,0,8844
0.522,4.8821,0,8844
0.533,4.8821,0,8844
0.545,4.8821,0,8844
0.556,4.8821,0,8844
0.567,4.8821,0,8844
0.578,4.8821,0,8844
0.588,4.8821,0,8844
0.599,4.8821,0,8844
0.609,4.8821,0,8844
0.62,4.8821,0,8844
0.631,4.8821,0,8844
0.641,4.8821,0,8844
0.654,4.8821,0,8844
0.665,4.8821,0,8844
0.676,4.8821,0,8844
0.686,4.8821,0,8844
0.698,4.8821,0,8844
0.709,4.8821,0,8844
0.72,4.8821,0,8844
0.73,4.8821,0,8844
0.74,4.8821,0,8844
0.752,4.8821,0,8844
