time_s,theta_deg,m1_counts,m2_counts
0.0,0.0,0,0
0.01,0.0,0,0
0.02,0.0,0,0
0.03,0.0,0,0
0.04,0.0,0,0
0.05,0.0,0,0
0.06,0.0,0,0
0.07,0.0,0,0
0.08,0.0,0,0
0.09,0.0,0,0
0.1,0.0,0,0
0.11,0.0,0,0
0.12,0.0,0,0
0.13,0.0,0,0
0.14,0.0,0,0
0.15,0.0,0,0
0.16,0.0,0,0
0.17,0.0,0,0
0.18,0.0,0,0
0.19,0.0,0,0
0.2,0.0,0,0
0.21,0.0,0,0
0.22,0.0,0,0
0.23,0.0,0,0
0.24,0.0,0,0
0.25,0.0,0,0
0.26,0.0,0,0
0.27,0.0,0,0
0.28,0.0,0,0
0.29,0.0,0,0
0.3,0.0,0,0
0.31,0.0,0,0
0.32,0.0,0,0
0.33,0.0,0,0
0.34,0.0,0,0
0.35,0.0,0,0
0.361,0.0,0,0
0.374,0.0,0,0
0.387,0.0,0,0
0.397,0.0,0,0
0.407,0.0,0,0
0.417,0.0,0,0
0.428,0.0,0,0
0.44,0.0,0,0
0.45,0.0,0,0
0.461,0.0,0,0
0.474,0.0,0,0
0.487,0.0,0,0
0.497,0.0,0,0
0.508,0.0,0,0
0.52,0.0,0,0
0.53,0.0,0,0
0.54,0.0,0,0
0.55,0.0,0,0
0.561,0.0,0,0
0.574,0.0,0,0
0.587,0.0,0,0
0.598,0.0,0,0
0.608,0.0,0,0
0.62,0.0,0,0
0.631,0.0,0,0
0.644,0.0,0,0
0.654,0.0,0,0
0.664,0.0,0,0
0.674,0.0,0,0
0.687,0.0,0,0
0.698,0.0,0,0
0.708,0.0,0,0
0.72,0.0,0,0
0.731,0.0,0,0
0.744,0.0,0,0
0.754,0.0,0,0
0.764,0.0,0,0
0.774,0.0,0,0
0.787,0.0,0,0
0.798,0.0,0,0
0.808,0.0,0,0
0.821,0.0,0,0
0.831,0.0,0,0
0.841,0.0,0,0
0.851,0.0,0,0
0.861,0.0,0,0
0.871,0.0,0,0
0.881,0.0,0,0
0.891,0.0,0,0
0.901,0.0,0,0
0.911,0.0,0,0
0.921,0.0,0,0
0.931,0.0,0,0
0.941,0.0,0,0
0.951,0.0,0,0
0.961,0.0,0,0
0.971,0.0,0,0
0.981,0.0,0,0
0.991,0.0,0,0
1.001,0.0,0,0
1.011,0.0,0,0
1.021,0.0,0,0
1.031,0.0,0,0
1.041,0.0,0,0
1.051,0.0,0,0
1.061,0.0,0,0
1.071,0.0,0,0
1.081,0.0,0,0
1.091,0.0,0,0
1.101,0.0,0,0
1.111,0.0,0,0
1.121,0.0,0,0
1.131,0.0,0,0
1.141,0.0,0,0
1.151,0.0,0,0
1.161,0.0,0,0
1.171,0.0,0,0
1.181,0.0,0,0
1.191,0.0,0,0
1.201,0.0,0,0
1.212,0.0,0,0
1.224,0.0,0,0
1.238,0.0,0,0
1.248,0.0,0,0
1.259,0.0,0,0
1.271,0.0,0,0
1.281,0.0,0,0
1.291,0.0,0,6
1.301,0.0,0,22
1.312,0.0,0,48
1.325,0.0,0,91
1.338,0.0,0,146
1.349,0.0,0,198
1.359,0.0,0,252
1.371,0.0,0,324
1.381,0.0,0,388
1.391,0.0,0,451
1.401,0.0,0,521
1.412,0.0,0,594
1.425,0.0,0,690
1.438,0.0,0,788
1.449,0.0,0,872
1.459,0.0,0,952
1.471,0.0119,0,1055
1.482,0.0326,0,1139
1.492,0.0317,0,1225
1.503,0.0761,0,1319
1.513,0.1484,0,1402
1.526,0.2681,0,1508
1.537,0.4252,0,1608
1.549,0.6461,0,1708
1.559,0.8096,0,1796
1.571,0.9839,0,1900
1.582,1.1489,0,1999
1.592,1.2509,0,2095
1.605,1.3341,0,2203
1.615,1.3964,0,2300
1.626,1.4525,0,2400
1.636,1.4865,0,2486
1.647,1.5193,0,2591
1.659,1.5476,0,2700
1.669,1.5368,0,2787
1.679,1.5562,0,2885
1.689,1.5576,0,2980
1.701,1.5607,0,3085
1.712,1.5811,0,3191
1.723,1.5685,0,3292
1.734,1.5732,0,3393
1.744,1.5946,0,3492
1.756,1.5858,0,3601
1.766,1.6153,0,3695
1.777,1.6165,0,3796
1.789,1.6775,0,3917
1.801,1.7188,0,4025
1.812,1.7888,0,4133
1.823,1.8322,0,4235
1.834,1.8844,0,4336
1.844,1.9517,0,4437
1.856,1.9886,0,4545
1.866,2.0442,0,4640
1.877,2.0808,0,4744
1.89,2.1714,0,4868
1.901,2.2581,0,4979
1.911,2.3544,0,5072
1.922,2.4774,0,5171
1.932,2.6305,0,5271
1.943,2.8567,0,5376
1.954,3.0381,0,5482
1.965,3.193,0,5588
1.975,3.356,0,5684
1.988,3.5676,0,5803
1.999,3.8474,0,5915
2.009,4.0415,0,6011
2.019,4.175,0,6103
2.029,4.3205,0,6196
2.041,4.5451,0,6308
2.052,4.7158,0,6416
2.062,4.8659,0,6517
2.072,5.0389,0,6610
2.082,5.2217,0,6710
2.092,5.3955,0,6799
2.102,5.5733,0,6901
2.112,5.7014,0,6994
2.123,5.8506,0,7095
2.133,5.9302,0,7198
2.144,5.9601,0,7302
2.156,5.9093,0,7417
2.166,5.8103,0,7515
2.179,5.5992,0,7634
2.189,5.3455,0,7731
2.201,5.1893,0,7846
2.213,5.2752,0,7961
2.224,5.5034,0,8065
2.235,5.733,0,8171
2.246,5.9257,0,8282
2.256,6.0292,0,8378
2.266,6.1089,0,8476
2.276,6.1946,0,8568
2.288,6.3648,0,8682
2.299,6.5589,0,8795
2.31,6.6956,0,8896
2.322,6.8669,0,9008
2.332,6.9866,0,9113
2.343,7.1309,0,9217
2.354,7.2607,0,9324
2.367,7.3964,0,9446
2.378,7.516,0,9551
2.388,7.6468,0,9648
2.399,7.7651,0,9759
2.411,7.9154,0,9872
2.422,8.0279,0,9977
2.433,8.1631,0,10079
2.444,8.2737,0,10183
2.455,8.3729,0,10290
2.465,8.4661,0,10394
2.477,8.587,0,10502
2.487,8.6935,0,10604
2.499,8.8043,0,10714
2.511,8.9449,0,10830
2.522,9.0477,0,10940
2.533,9.1755,0,11044
2.544,9.2705,0,11147
2.555,9.36,0,11253
2.565,9.4498,0,11349
2.576,9.5609,0,11457
2.586,9.6534,0,11553
2.598,9.7351,0,11668
2.61,9.8343,0,11782
2.621,9.9688,0,11897
2.632,10.061,0,12003
2.643,10.1553,0,12107
2.654,10.2488,0,12216
2.664,10.3345,0,12303
2.674,10.4216,0,12408
2.685,10.5217,0,12512
2.696,10.6123,0,12617
2.708,10.7066,0,12736
2.718,10.7998,0,12824
2.728,10.8914,0,12928
2.739,10.9967,0,13029
2.751,11.108,0,13143
2.763,11.247,0,13262
2.774,11.3674,0,13368
2.785,11.4855,0,13475
2.796,11.6245,0,13579
2.808,11.7451,0,13697
2.82,11.8683,0,13815
2.83,11.9714,0,13910
2.842,12.1476,0,14023
2.853,12.2825,0,14129
2.863,12.3863,0,14226
2.873,12.5022,0,14319
2.885,12.6676,0,14435
2.895,12.8053,0,14539
2.905,12.9236,0,14628
2.917,13.0722,0,14749
2.93,13.2036,0,14874
2.942,13.3777,0,14989
2.953,13.5121,0,15095
2.963,13.6272,0,15192
2.973,13.7486,0,15285
2.983,13.8709,0,15383
2.994,14.0305,0,15487
3.005,14.1647,0,15595
3.017,14.3173,0,15713
3.03,14.4674,0,15835
3.041,14.6184,0,15944
3.052,14.8009,0,16052
3.064,14.9601,0,16161
3.076,15.1402,0,16279
3.088,15.3011,0,16401
3.1,15.4574,0,16513
3.112,15.639,0,16628
3.123,15.7722,0,16734
3.134,15.8803,0,16836
3.144,15.9146,0,16941
3.157,15.9577,0,17059
3.167,16.0504,0,17159
3.177,16.1663,0,17253
3.189,16.3027,0,17373
3.201,16.4615,0,17490
3.211,16.5367,0,17584
3.223,16.6345,0,17695
3.234,16.7191,0,17800
3.245,16.9357,0,17909
3.256,17.0899,0,18013
3.266,17.1835,0,18112
3.279,17.315,0,18239
3.291,17.4546,0,18350
3.303,17.6011,0,18460
3.314,17.719,0,18567
3.325,17.8626,0,18679
3.335,17.9759,0,18775
3.347,18.1122,0,18880
3.36,18.2299,0,19008
3.373,18.3936,0,19130
3.384,18.5456,0,19239
3.395,18.669,0,19347
3.406,18.7811,0,19450
3.416,18.8882,0,19546
3.429,19.0348,0,19672
3.441,19.1722,0,19783
3.452,19.3261,0,19894
3.464,19.4533,0,20008
3.474,19.5623,0,20100
3.484,19.6747,0,20198
3.495,19.8241,0,20306
3.506,19.9572,0,20411
3.519,20.1091,0,20535
3.532,20.2431,0,20659
3.543,20.3841,0,20768
3.554,20.5025,0,20874
3.564,20.6026,0,20968
3.575,20.744,0,21075
3.586,20.8648,0,21183
3.597,21.005,0,21285
3.609,21.1244,0,21404
3.621,21.2447,0,21522
3.633,21.3935,0,21639
3.643,21.3935,0,21729
3.654,21.6331,0,21838
3.664,21.7389,0,21932
3.674,21.8535,0,22024
3.684,21.9753,0,22121
3.695,22.1373,0,22223
3.706,22.2626,0,22329
3.718,22.3934,0,22451
3.73,22.5153,0,22563
3.742,22.6513,0,22674
3.753,22.8034,0,22781
3.764,22.9473,0,22892
3.774,23.0364,0,22984
3.784,23.1429,0,23080
3.795,23.2887,0,23186
3.806,23.4055,0,23289
3.819,23.5328,0,23411
3.831,23.6488,0,23527
3.842,23.7756,0,23637
3.853,23.9182,0,23746
3.863,24.0279,0,23834
3.874,24.1495,0,23945
3.884,24.2572,0,24042
3.895,24.4009,0,24147
3.906,24.519,0,24252
3.919,24.6478,0,24373
3.931,24.7635,0,24489
3.942,24.8801,0,24596
3.953,24.9896,0,24700
3.964,25.0382,0,24806
3.974,25.2248,0,24907
3.984,25.3612,0,25003
3.995,25.528,0,25109
4.006,25.6561,0,25211
4.019,25.7832,0,25332
4.031,25.8893,0,25447
4.042,26.0141,0,25555
4.053,26.1572,0,25661
4.065,26.2682,0,25772
4.077,26.3938,0,25886
4.089,26.5288,0,26005
4.1,26.6615,0,26111
4.113,26.7997,0,26232
4.124,26.9067,0,26345
4.134,27.0102,0,26436
4.144,27.1361,0,26538
4.155,27.2731,0,26637
4.165,27.3548,0,26731
4.176,27.4811,0,26843
4.186,27.5871,0,26932
4.196,27.7037,0,27036
4.207,27.8301,0,27139
4.22,27.9469,0,27261
4.232,28.0663,0,27384
4.244,28.211,0,27493
4.254,28.3275,0,27595
4.264,28.4331,0,27688
4.275,28.576,0,27795
4.285,28.6588,0,27888
4.296,28.7887,0,27996
4.307,28.8993,0,28100
4.32,29.0321,0,28225
4.332,29.1598,0,28346
4.343,29.2709,0,28453
4.354,29.419,0,28558
4.365,29.5599,0,28667
4.375,29.6455,0,28756
4.385,29.7427,0,28852
4.395,29.8874,0,28956
4.406,30.0132,0,29062
4.416,30.1216,0,29150
4.427,30.2413,0,29260
4.439,30.3732,0,29378
4.45,30.5034,0,29486
4.463,30.6515,0,29608
4.474,30.7764,0,29717
4.485,30.899,0,29822
4.495,31.0388,0,29920
4.506,31.16,0,30026
4.519,31.299,0,30144
4.53,31.4289,0,30255
4.54,31.5551,0,30350
4.551,31.6851,0,30459
4.564,31.8387,0,30581
4.575,31.9731,0,30688
4.586,32.1232,0,30791
4.596,32.2538,0,30896
4.607,32.3798,0,30999
4.62,32.5203,0,31123
4.631,32.6509,0,31226
4.641,32.7792,0,31328
4.653,32.9135,0,31444
4.665,33.0739,0,31559
4.676,33.2363,0,31662
4.687,33.3746,0,31774
4.699,33.5137,0,31883
4.711,33.6447,0,32003
4.723,33.7812,0,32118
4.733,33.9057,0,32213
4.744,34.0596,0,32324
4.755,34.1906,0,32428
4.765,34.296,0,32525
4.776,34.4486,0,32627
4.787,34.5778,0,32735
4.798,34.7179,0,32843
4.81,34.841,0,32960
4.823,34.971,0,33080
4.833,35.094,0,33184
4.845,35.2414,0,33291
4.855,35.3703,0,33396
4.865,35.4758,0,33492
4.875,35.5859,0,33582
4.887,35.7391,0,33696
4.897,35.8659,0,33799
4.909,35.994,0,33909
4.922,36.1086,0,34038
4.933,36.2295,0,34147
4.945,36.3762,0,34256
4.955,36.498,0,34361
4.965,36.596,0,34455
4.977,36.7441,0,34565
4.988,36.8887,0,34679
5.0,37.0021,0,34791
5.012,37.1066,0,34911
5.022,37.2124,0,35003
5.035,37.368,0,35126
5.045,37.4931,0,35230
5.056,37.6247,0,35336
5.066,37.711,0,35429
5.077,37.848,0,35539
5.087,37.9508,0,35632
5.098,38.064,0,35740
5.11,38.1895,0,35857
5.123,38.3153,0,35979
5.134,38.4384,0,36085
5.145,38.5803,0,36192
5.156,38.7044,0,36298
5.166,38.8082,0,36392
5.177,38.9505,0,36502
5.187,39.058,0,36595
5.197,39.1776,0,36698
5.208,39.2936,0,36805
5.218,39.4018,0,36901
5.228,39.5323,0,36999
5.239,39.6511,0,37098
5.25,39.7642,0,37212
5.263,39.885,0,37335
5.274,40.0471,0,37441
5.285,40.1687,0,37549
5.297,40.317,0,37657
5.307,40.4445,0,37761
5.319,40.5766,0,37877
5.331,40.6982,0,37989
5.342,40.8183,0,38094
5.354,40.9471,0,38208
5.366,41.0875,0,38325
5.376,41.2081,0,38427
5.387,41.3416,0,38534
5.398,41.467,0,38640
5.41,41.5904,0,38754
5.423,41.7104,0,38877
5.434,41.8367,0,38985
5.445,41.9836,0,39092
5.456,42.1091,0,39195
5.466,42.2087,0,39291
5.476,42.3408,0,39394
5.487,42.4835,0,39501
5.498,42.6044,0,39601
5.509,42.7431,0,39713
5.519,42.8467,0,39806
5.53,42.9861,0,39911
5.541,43.1113,0,40019
5.552,43.242,0,40129
5.562,43.358,0,40220
5.574,43.5072,0,40338
5.585,43.664,0,40441
5.596,43.8018,0,40545
5.607,43.9435,0,40652
5.618,44.1,0,40767
5.629,44.2296,0,40867
5.639,44.3707,0,40968
5.651,44.4945,0,41080
5.664,44.6215,0,41204
5.675,44.7836,0,41310
5.686,44.9164,0,41417
5.697,45.0736,0,41524
5.708,45.2103,0,41629
5.72,45.3416,0,41744
5.731,45.4748,0,41851
5.742,45.6076,0,41958
5.753,45.744,0,42071
5.763,45.8524,0,42164
5.774,45.9795,0,42275
5.785,46.1372,0,42380
5.796,46.2698,0,42483
5.807,46.4068,0,42589
5.819,46.525,0,42706
5.829,46.6524,0,42806
5.84,46.7706,0,42912
5.852,46.8927,0,43022
5.865,47.041,0,43148
5.876,47.172,0,43257
5.887,47.2962,0,43361
5.898,47.4275,0,43467
5.909,47.545,0,43573
5.922,47.6697,0,43698
5.932,47.792,0,43800
5.943,47.9038,0,43902
5.955,48.0238,0,44018
5.967,48.1721,0,44131
5.977,48.3105,0,44233
5.988,48.4263,0,44340
5.999,48.536,0,44448
6.011,48.6547,0,44563
6.024,48.7793,0,44683
6.034,48.896,0,44780
6.045,48.9989,0,44884
6.056,49.1339,0,44992
6.067,49.2768,0,45105
6.079,49.3941,0,45214
6.089,49.5047,0,45319
6.101,49.6286,0,45429
6.113,49.7438,0,45549
6.125,49.8664,0,45661
6.135,50.0028,0,45762
6.146,50.1171,0,45866
6.157,50.2518,0,45975
6.167,50.3392,0,46067
6.177,50.4514,0,46168
6.188,50.5788,0,46276
6.2,50.7116,0,46384
6.212,50.8254,0,46500
6.224,50.945,0,46620
6.235,51.0576,0,46727
6.246,51.1939,0,46833
6.257,51.3142,0,46939
6.267,51.4086,0,47032
6.277,51.5308,0,47136
6.288,51.662,0,47240
6.299,51.7797,0,47345
6.311,51.9068,0,47459
6.323,52.0313,0,47581
6.334,52.1588,0,47684
6.345,52.272,0,47793
6.356,52.4158,0,47899
6.366,52.5252,0,47996
6.377,52.6597,0,48102
6.388,52.7984,0,48205
6.399,52.9169,0,48309
6.41,53.0324,0,48416
6.423,53.1616,0,48542
6.433,53.2776,0,48644
6.444,53.3925,0,48745
6.456,53.5069,0,48861
6.467,53.6489,0,48972
6.478,53.765,0,49074
6.489,53.8883,0,49180
6.5,54.0091,0,49287
6.511,54.1197,0,49394
6.523,54.2416,0,49516
6.534,54.3564,0,49615
6.544,54.4659,0,49715
6.556,54.5671,0,49829
6.567,54.7022,0,49941
6.578,54.8123,0,50043
6.589,54.9353,0,50148
6.6,55.0478,0,50254
6.611,55.1672,0,50364
6.623,55.2763,0,50484
6.634,55.3816,0,50584
6.644,55.4978,0,50684
6.656,55.6042,0,50800
6.667,55.7338,0,50911
6.678,55.8452,0,51013
6.689,55.9685,0,51120
6.7,56.0787,0,51228
6.712,56.1915,0,51344
6.722,56.2807,0,51437
6.733,56.4028,0,51546
6.744,56.5064,0,51650
6.756,56.6207,0,51767
6.767,56.7567,0,51879
6.778,56.8699,0,51982
6.789,56.993,0,52084
6.799,57.0987,0,52187
6.81,57.2168,0,52296
6.82,57.3046,0,52385
6.83,57.4093,0,52488
6.841,57.5221,0,52591
6.853,57.6241,0,52707
6.866,57.7328,0,52833
6.877,57.8652,0,52937
6.888,57.9746,0,53047
6.899,58.0908,0,53152
6.91,58.1984,0,53259
6.923,58.3129,0,53384
6.934,58.4155,0,53489
6.944,58.5196,0,53594
6.956,58.6603,0,53710
6.966,58.7322,0,53799
6.976,58.8284,0,53902
6.987,58.9595,0,54004
6.997,59.0636,0,54105
7.009,59.1637,0,54216
7.02,59.2799,0,54326
7.032,59.3912,0,54443
7.044,59.482,0,54560
7.056,59.5749,0,54673
7.068,59.6824,0,54787
7.079,59.791,0,54896
7.089,59.8592,0,54993
7.1,59.9626,0,55096
7.111,60.0499,0,55204
7.123,60.1495,0,55327
7.136,60.2453,0,55452
7.147,60.3559,0,55556
7.158,60.4453,0,55662
7.168,60.524,0,55755
7.179,60.6297,0,55866
7.189,60.7097,0,55963
7.2,60.798,0,56065
7.211,60.8992,0,56176
7.224,60.9858,0,56299
7.236,61.0788,0,56423
7.247,61.1867,0,56527
7.258,61.2783,0,56628
7.27,61.3861,0,56744
7.283,61.4903,0,56870
7.295,61.573,0,56990
7.306,61.6673,0,57101
7.316,61.7422,0,57190
7.327,61.8617,0,57300
7.337,61.946,0,57399
7.348,62.0429,0,57507
7.359,62.1596,0,57612
7.369,62.2569,0,57710
7.379,62.335,0,57804
7.389,62.4393,0,57904
7.4,62.5481,0,58007
7.413,62.6511,0,58130
7.426,62.7208,0,58258
7.437,62.8148,0,58364
7.447,62.9239,0,58466
7.459,63.0221,0,58575
7.47,63.1415,0,58688
7.481,63.2401,0,58791
7.493,63.3466,0,58906
7.504,63.4469,0,59017
7.516,63.5408,0,59134
7.527,63.6531,0,59237
7.537,63.7756,0,59339
7.548,63.89,0,59442
7.559,63.9902,0,59551
7.569,64.103,0,59649
7.579,64.1949,0,59738
7.59,64.3216,0,59845
7.6,64.4393,0,59946
7.612,64.5618,0,60061
7.624,64.6793,0,60182
7.635,64.7948,0,60285
7.646,64.911,0,60390
7.657,65.0575,0,60501
7.667,65.1422,0,60590
7.677,65.2632,0,60693
7.688,65.3922,0,60795
7.698,65.5212,0,60896
7.71,65.6357,0,61007
7.721,65.7704,0,61117
7.732,65.8861,0,61220
7.743,66.0101,0,61329
7.754,66.1263,0,61441
7.767,66.2407,0,61564
7.777,66.379,0,61665
7.788,66.4939,0,61768
7.799,66.6118,0,61876
7.81,66.7184,0,61981
7.821,66.8411,0,62090
7.832,66.9479,0,62192
7.843,67.0557,0,62304
7.855,67.1595,0,62416
7.867,67.2595,0,62536
7.878,67.3824,0,62637
7.888,67.4869,0,62740
7.898,67.5466,0,62830
7.908,67.6602,0,62935
7.918,67.718,0,63023
7.928,67.8327,0,63127
7.938,67.9158,0,63222
7.949,68.0056,0,63331
7.96,68.1002,0,63435
7.972,68.1847,0,63548
7.984,68.2807,0,63672
7.997,68.3634,0,63795
8.008,68.4671,0,63899
8.019,68.5508,0,64009
8.03,68.6438,0,64115
8.04,68.7,0,64210
8.051,68.7906,0,64313
8.063,68.8694,0,64429
8.075,68.955,0,64550
8.085,69.0282,0,64643
8.097,69.1152,0,64764
8.108,69.1932,0,64869
8.119,69.2928,0,64980
8.13,69.3898,0,65085
8.14,69.4672,0,65183
8.15,69.5297,0,65272
8.16,69.6105,0,65376
8.17,69.6789,0,65468
8.18,69.7744,0,65571
8.191,69.8517,0,65670
8.203,69.9339,0,65787
8.213,70.0203,0,65890
8.226,70.0987,0,66008
8.238,70.2073,0,66133
8.248,70.2635,0,66222
8.258,70.3624,0,66325
8.268,70.4108,0,66417
8.278,70.5084,0,66520
8.288,70.5804,0,66618
8.298,70.6305,0,66709
8.308,70.7084,0,66812
8.318,70.7746,0,66901
8.328,70.878,0,67005
8.339,70.9503,0,67104
8.35,71.0335,0,67215
8.361,71.13,0,67319
8.371,71.2074,0,67414
8.381,71.2929,0,67516
8.391,71.3695,0,67611
8.403,71.4557,0,67729
8.414,71.5505,0,67832
8.426,71.6402,0,67949
8.436,71.7327,0,68051
8.448,71.8257,0,68165
8.459,71.9385,0,68269
