time_s,theta_deg,m1_counts,m2_counts
0.0,1.4227,0,0
0.01,1.4227,0,0
0.02,1.4227,0,0
0.031,1.4227,0,0
0.044,1.4227,0,0
0.055,1.4227,0,0
0.065,1.4227,0,0
0.077,1.4227,0,0
0.09,1.4227,0,0
0.1,1.4227,0,0
0.111,1.4227,0,0
0.124,1.4227,0,0
0.138,1.4227,0,0
0.148,1.4227,0,0
0.159,1.4227,0,0
0.171,1.4227,0,0
0.181,1.4227,0,0
0.191,1.4227,0,0
0.201,1.4227,0,0
0.211,1.4227,0,0
0.221,1.4227,0,0
0.231,1.4227,0,0
0.241,1.4227,0,0
0.251,1.4227,0,0
0.263,1.4227,0,0
0.274,1.4227,0,0
0.288,1.4227,0,0
0.299,1.4227,0,0
0.309,1.4227,0,0
0.321,1.4227,0,0
0.331,1.4227,0,0
0.341,1.4227,0,0
0.351,1.4227,0,0
0.362,1.4227,0,0
0.375,1.4227,0,0
0.388,1.4227,0,0
0.399,1.4227,0,0
0.409,1.4227,0,0
0.419,1.4227,0,0
0.429,1.4227,0,0
0.441,1.4227,0,0
0.452,1.4227,0,0
0.463,1.4227,0,0
0.474,1.4227,0,0
0.488,1.4227,0,0
0.499,1.4227,0,0
0.509,1.4227,0,0
0.521,1.4227,0,0
0.532,1.4227,0,0
0.545,1.4227,0,0
0.555,1.4227,0,0
0.565,1.4227,0,0
0.575,1.4227,0,0
0.588,1.4227,0,0
0.599,1.4227,0,0
0.609,1.4227,0,0
0.619,1.4227,0,0
0.629,1.4227,0,0
0.641,1.4227,0,0
0.652,1.4227,0,0
0.662,1.4227,0,0
0.674,1.4227,0,0
0.684,1.4227,0,0
0.695,1.4227,0,0
0.705,1.4227,0,0
0.715,1.4227,0,0
0.725,1.4227,0,0
0.739,1.4227,0,0
0.749,1.4227,0,0
0.76,1.4227,0,0
0.772,1.4227,0,0
0.782,1.4227,0,0
0.792,1.4227,0,0
0.802,1.4227,0,0
0.812,1.4227,0,0
0.825,1.4227,0,0
0.839,1.4227,0,0
0.849,1.4227,0,0
0.859,1.4227,0,0
0.869,1.4227,0,0
0.879,1.4227,0,0
0.889,1.4227,0,0
0.899,1.4227,0,0
0.909,1.4227,0,0
0.921,1.4227,0,0
0.932,1.4227,0,0
0.942,1.4227,0,0
0.952,1.4227,0,0
0.962,1.4227,0,0
0.972,1.4227,0,0
0.982,1.4227,0,0
0.992,1.4227,0,0
1.002,1.4227,0,0
1.012,1.4227,0,0
1.022,1.4227,0,0
1.032,1.4227,0,0
1.042,1.4227,0,0
1.052,1.4227,0,0
1.062,1.4227,0,0
1.072,1.4227,0,0
1.082,1.4227,0,0
1.092,1.4227,0,0
1.102,1.4227,0,0
1.113,1.4227,0,0
1.125,1.4227,0,0
1.139,1.4227,0,0
1.15,1.4227,0,0
1.16,1.4227,0,0
1.172,1.4227,0,0
1.182,1.4227,0,0
1.192,1.4227,0,0
1.202,1.4227,0,0
1.213,1.4227,0,0
1.226,1.4227,0,0
1.239,1.4227,0,0
1.25,1.4227,0,0
1.26,1.4227,0,0
1.272,1.4227,0,0
1.282,1.4227,0,0
1.292,1.4227,0,0
1.303,1.4227,0,0
1.313,1.4227,0,0
1.326,1.4227,0,0
1.339,1.4227,0,0
1.35,1.4227,0,0
1.36,1.4227,0,0
1.372,1.4227,0,0
1.383,1.4227,0,0
1.396,1.4227,0,0
1.406,1.4227,0,0
1.417,1.4227,0,0
1.43,1.4227,0,0
1.44,1.4227,0,0
1.45,1.4227,0,0
1.46,1.4227,0,0
1.472,1.4227,0,0
1.483,1.4227,0,0
1.493,1.4227,0,0
1.503,1.4227,0,0
1.513,1.4227,0,0
1.526,1.4227,0,0
1.54,1.4227,0,0
1.55,1.4227,0,0
1.56,1.4227,0,0
1.572,1.4227,0,0
1.583,1.4227,0,0
1.593,1.4227,0,0
1.603,1.4227,0,0
1.614,1.4227,0,0
