time_s,theta_deg,m1_counts,m2_counts
0.0,0.0,0,0
0.01,0.0,0,0
0.024,0.0,0,0
0.034,0.0,0,0
0.044,0.0,0,0
0.054,0.0,0,0
0.064,0.0,0,0
0.074,0.0,0,0
0.084,0.0,0,0
0.094,0.0,0,0
0.104,0.0,0,0
0.114,0.0,0,0
0.124,0.0,0,0
0.134,0.0,0,0
0.144,0.0,0,0
0.154,0.0,0,0
0.164,0.0,0,0
0.174,0.0,0,0
0.184,0.0,0,0
0.194,0.0,0,0
0.204,0.0,0,0
0.215,0.0,0,0
0.227,0.0,0,0
0.237,0.0,0,0
0.247,0.0,0,0
0.257,0.0,0,0
0.267,0.0,0,0
0.277,0.0,0,0
0.287,0.0,0,0
0.297,0.0,0,0
0.307,0.0,0,0
0.317,0.0,0,0
0.327,0.0,0,0
0.337,0.0,0,0
0.347,0.0,0,0
0.357,0.0,0,0
0.367,0.0,0,0
0.377,0.0,0,0
0.387,0.0,0,0
0.397,0.0,0,0
0.407,0.0,0,0
0.417,0.0,0,0
0.427,0.0,0,0
0.437,0.0,0,0
0.447,0.0,0,0
0.457,0.0,0,0
0.467,0.0,0,0
0.477,0.0,0,0
0.487,0.0,0,0
0.498,0.0,0,0
0.511,0.0,0,0
0.524,0.0,0,0
0.535,0.0,0,0
0.545,0.0,0,0
0.557,0.0,0,0
0.567,0.0,0,0
0.577,0.0,0,0
0.587,0.0,0,0
0.598,0.0,0,0
0.611,0.0,0,0
0.624,0.0,0,0
0.635,0.0,0,0
0.645,0.0,0,0
0.657,0.0,0,0
0.667,0.0,0,0
0.677,0.0,0,0
0.687,0.0,0,0
0.698,0.0,0,0
0.711,0.0,0,0
0.724,0.0,0,0
0.735,0.0,0,0
0.745,0.0,0,0
0.755,0.0,0,0
0.765,0.0,0,0
0.775,0.0,0,0
0.785,0.0,0,0
0.795,0.0,0,0
0.805,0.0,0,0
0.815,0.0,0,0
0.825,0.0,0,0
0.835,0.0,0,0
0.845,0.0,0,0
0.855,0.0,0,0
0.865,0.0,0,0
0.875,0.0,0,0
0.885,0.0,0,0
0.895,0.0,0,0
0.905,0.0,0,0
0.915,0.0,0,0
0.925,0.0,0,0
0.935,0.0,0,0
0.945,0.0,0,0
0.955,0.0,0,0
0.965,0.0,0,0
0.975,0.0,0,0
0.985,0.0,0,0
0.995,0.0,0,0
1.005,0.0,0,0
1.016,0.0,0,0
1.028,0.0,0,0
1.038,0.0,0,0
1.048,0.0,0,0
1.058,0.0,0,0
1.068,0.0,0,0
1.078,0.0,0,0
1.088,0.0,0,0
1.098,0.0,0,0
1.108,0.0,0,0
1.118,0.0,0,0
1.128,0.0,0,0
1.138,0.0,0,0
1.148,0.0,0,0
1.158,0.0,0,0
1.168,0.0,0,0
1.178,0.0,0,0
1.188,0.0,0,0
1.198,0.0,0,0
1.208,0.0,0,0
1.218,0.0,0,0
1.228,0.0,0,0
1.238,0.0,0,0
1.248,0.0,0,0
1.258,0.0,0,0
1.268,0.0,0,0
1.278,0.0,0,0
1.288,0.0,0,0
1.298,0.0,0,0
1.308,0.0,0,0
1.318,0.0,0,0
1.328,0.0,0,0
1.338,0.0,0,0
1.348,0.0,0,0
1.358,0.0,0,0
1.368,0.0,0,0
1.378,0.0,0,0
1.388,0.0,0,0
1.398,0.0,0,0
1.409,0.0,0,0
1.419,0.0,0,0
1.431,0.0,0,0
1.441,0.0,0,0
1.452,0.0,0,0
1.465,0.0,0,0
1.478,0.0,0,0
1.488,0.0,0,0
1.499,0.0,0,0
1.512,0.0,0,0
1.525,0.0,0,0
1.536,0.0,0,0
1.546,0.0,0,0
1.558,0.0,0,0
1.568,0.0,0,0
1.58,0.0,0,0
1.593,0.0,0,0
1.606,0.0,0,0
1.616,0.0,0,0
1.628,0.0,0,0
1.638,0.0,0,0
1.649,0.0,0,0
1.66,0.0,0,0
1.67,0.0,0,0
1.683,0.0,0,0
1.693,0.0,0,0
1.706,0.0,0,0
1.716,0.0,0,0
1.728,0.0,0,0
1.738,0.0,0,0
1.748,0.0,0,0
1.759,0.0,0,0
1.769,0.0,0,0
1.779,0.0,0,0
1.791,0.0,0,0
1.801,0.0,0,0
1.814,0.0,0,0
1.827,0.0,0,0
1.837,0.0,0,0
1.847,0.0,0,0
1.858,0.0,0,0
1.868,0.0,0,0
1.88,0.0,0,0
1.893,0.0,0,0
1.906,0.0,0,0
1.918,0.0,0,0
1.928,0.0,0,0
1.938,0.0,0,0
1.949,0.0,0,0
1.959,0.0,0,0
1.969,0.0,0,0
1.98,0.0,0,0
1.99,0.0,0,0
2.0,0.0,0,0
2.013,0.0,0,0
2.026,0.0,0,0
2.036,0.0,0,0
2.046,0.0,0,0
2.058,0.0,0,0
2.068,0.0,0,0
2.079,0.0,0,0
2.089,0.0,0,0
2.099,0.0,0,0
2.11,0.0,0,0
2.12,0.0,0,0
2.13,0.0,0,0
2.142,0.0,0,0
2.152,0.0,0,0
2.165,0.0,0,0
2.178,0.0,0,0
2.188,0.0,0,0
2.198,0.0,0,0
2.209,0.0,0,0
2.219,0.0,0,0
2.229,0.0,0,0
2.239,0.0,0,0
2.249,0.0,0,0
2.26,0.0,0,0
2.27,0.0,0,0
2.28,0.0,0,0
2.292,0.0,0,0
2.302,0.0,0,0
2.315,0.0,0,0
2.328,0.0,0,0
2.338,0.0,0,0
2.348,0.0,0,0
2.36,0.0,0,0
2.371,0.0,0,0
2.381,0.0,0,0
2.391,0.0,0,0
2.404,0.0,0,0
2.414,0.0,0,0
2.428,0.0,0,0
2.44,0.0,0,0
2.452,0.0,0,0
2.465,0.0,0,0
2.478,0.0,0,0
2.488,0.0,0,0
2.498,0.0,0,0
2.508,0.0,0,0
2.518,0.0,0,0
2.529,0.0,0,0
2.539,0.0,0,0
2.549,0.0,0,0
2.561,0.0,0,0
2.571,0.0,0,0
2.581,0.0,0,0
2.591,0.0,0,0
2.604,0.0,0,0
2.614,0.0,0,0
2.628,0.0,0,0
2.638,0.0,0,0
2.65,0.0,0,0
2.661,0.0,0,0
2.671,0.0,0,0
2.681,0.0,0,0
2.691,0.0,0,0
2.701,0.0,0,0
2.714,0.0,0,0
2.724,0.0,0,0
2.734,0.0,0,0
2.745,0.0,0,0
2.759,0.0,0,0
2.769,0.0,0,0
2.781,0.0,0,0
2.791,0.0,0,0
2.803,0.0,0,0
2.816,0.0,0,0
2.829,0.0,0,0
2.839,0.0,0,0
2.849,0.0,0,0
2.859,0.0,0,0
2.869,0.0,0,0
2.879,0.0,0,0
2.889,0.0,0,0
2.899,0.0,0,0
2.909,0.0,0,0
2.919,0.0,0,0
2.929,0.0,0,0
2.939,0.0,0,0
2.949,0.0,0,0
2.959,0.0,0,0
2.969,0.0,0,0
2.979,0.0,0,0
2.989,0.0,0,0
2.999,0.0,0,0
3.009,0.0,0,0
3.02,0.0,0,0
3.031,0.0,0,0
3.042,0.0,0,0
3.052,0.0,0,0
3.062,0.0,0,0
3.072,0.0,0,0
3.082,0.0,0,0
3.092,0.0,0,0
3.102,0.0,0,0
3.116,0.0,0,0
3.129,0.0,0,0
3.14,0.0,0,0
3.15,0.0,0,0
3.162,0.0,0,0
3.172,0.0,0,0
3.182,0.0,0,0
3.192,0.0,0,0
3.202,0.0,0,0
3.212,0.0,0,0
3.222,0.0,0,0
3.232,0.0,0,0
3.242,0.0,0,0
3.252,0.0,0,0
3.262,0.0,0,0
3.272,0.0,0,0
3.282,0.0,0,0
3.292,0.0,0,0
3.302,0.0,0,0
3.312,0.0,0,0
3.322,0.0,0,0
3.332,0.0,0,0
3.342,0.0,0,0
3.352,0.0,0,0
3.362,0.0,0,0
3.372,0.0,0,0
3.382,0.0,0,0
3.392,0.0,0,0
3.402,0.0,0,0
3.412,0.0,0,0
3.422,0.0,0,0
3.432,0.0,0,0
3.442,0.0,0,0
3.452,0.0,0,0
3.462,0.0,0,0
3.472,0.0,0,0
3.482,0.0,0,0
3.492,0.0,0,0
3.502,0.0,0,0
3.512,0.0,0,0
3.522,0.0,0,0
3.532,0.0,0,0
3.542,0.0,0,0
3.553,0.0,0,0
3.567,0.0,0,0
3.58,0.0,0,0
3.59,0.0,0,0
3.6,0.0,0,0
3.61,0.0,0,0
3.62,0.0,0,0
3.63,0.0,0,0
3.64,0.0,0,0
3.65,0.0,0,0
3.66,0.0,0,0
3.671,0.0,0,0
3.682,0.0,0,0
3.693,0.0,0,0
3.703,0.0,0,0
3.717,0.0,0,0
3.73,0.0,0,0
3.741,0.0,0,0
3.751,0.0,0,0
3.762,0.0,0,0
3.773,0.0,0,0
3.783,0.0,0,0
3.793,0.0,0,0
3.803,0.0,0,0
3.813,0.0,0,0
3.823,0.0,0,0
3.833,0.0,0,0
3.843,0.0,0,0
3.853,0.0,0,0
3.863,0.0,0,0
3.873,0.0,0,0
3.883,0.0,0,0
3.893,0.0,0,0
3.903,0.0,0,0
3.913,0.0,0,0
3.923,0.0,0,0
3.933,0.0,0,0
3.943,0.0,0,0
3.953,0.0,0,0
3.963,0.0,0,0
3.973,0.0,0,0
3.983,0.0,0,0
3.993,0.0,0,0
4.003,0.0,0,0
4.013,0.0,0,0
4.023,0.0,0,0
4.033,0.0,0,0
4.043,0.0,0,0
4.053,0.0,0,0
4.063,0.0,0,0
4.073,0.0,0,0
4.083,0.0,0,0
4.093,0.0,0,0
4.103,0.0,0,0
4.113,0.0,0,0
4.124,0.0,0,0
4.138,0.0,0,0
4.148,0.0,0,0
4.161,0.0,0,0
4.171,0.0,0,0
4.181,0.0,0,0
4.191,0.0,0,0
4.201,0.0,0,0
4.211,0.0,0,0
4.221,0.0,0,0
4.231,0.0,0,0
4.241,0.0,0,0
4.251,0.0,0,0
4.261,0.0,0,0
4.271,0.0,0,0
4.281,0.0,0,0
4.291,0.0,0,0
4.301,0.0,0,0
4.311,0.0,0,0
4.322,0.0,0,0
4.333,0.0,0,0
4.344,0.0,0,0
4.354,0.0,0,0
4.368,0.0,0,0
4.381,0.0,0,0
4.391,0.0,0,0
4.402,0.0,0,0
4.413,0.0,0,0
4.424,0.0,0,0
4.438,0.0,0,0
4.448,0.0,0,0
4.461,0.0,0,0
4.472,0.0,0,0
4.483,0.0,0,0
4.494,0.0,0,0
4.504,0.0,0,0
4.514,0.0,0,0
4.524,0.0,0,0
4.534,0.0,0,0
4.544,0.0,0,0
4.554,0.0,0,0
4.564,0.0,0,0
4.574,0.0,0,0
4.584,0.0,0,0
4.594,0.0,0,0
4.604,0.0,0,0
4.614,0.0,0,0
4.624,0.0,0,0
4.634,0.0,0,0
4.644,0.0,0,0
4.654,0.0,0,0
4.664,0.0,0,0
4.674,0.0,0,0
4.684,0.0,0,0
4.694,0.0,0,0
4.704,0.0,0,0
4.714,0.0,0,0
4.725,0.0,0,0
4.739,0.0,0,0
4.749,0.0,0,0
4.762,0.0,0,0
4.772,0.0,0,0
4.782,0.0,0,0
4.792,0.0,0,0
4.802,0.0,0,0
4.812,0.0,0,0
4.822,0.0,0,0
4.832,0.0,0,0
4.842,0.0,0,0
4.852,0.0,0,0
4.862,0.0,0,0
4.872,0.0,0,0
4.882,0.0,0,0
4.892,0.0,0,0
4.902,0.0,0,0
4.912,0.0,0,0
4.922,0.0,0,0
4.932,0.0,0,0
4.942,0.0,0,0
4.952,0.0,0,0
4.962,0.0,0,0
4.973,0.0,0,0
4.985,0.0,0,0
4.995,0.0,0,0
5.005,0.0,0,0
5.019,0.0,0,0
5.029,0.0,0,0
5.04,0.0,0,0
5.05,0.0,0,0
5.062,0.0,0,0
5.073,0.0,0,0
5.085,0.0,0,0
5.095,0.0,0,0
5.105,0.0,0,0
5.115,0.0,0,0
5.126,0.0,0,0
5.14,0.0,0,0
5.151,0.0,0,0
5.163,0.0,0,0
5.173,0.0,0,0
5.183,0.0,0,0
5.194,0.0,0,0
5.205,0.0,0,0
5.219,0.0,0,0
5.23,0.0,0,0
5.24,0.0,0,0
5.251,0.0,0,0
5.263,0.0,0,0
5.274,0.0,0,0
5.284,0.0,0,0
5.295,0.0,0,0
5.305,0.0,0,0
5.319,0.0,0,0
5.329,0.0,0,0
5.341,0.0,0,0
5.352,0.0,0,0
5.363,0.0,0,0
5.374,0.0,0,0
5.384,0.0,0,0
5.395,0.0,0,0
5.405,0.0,0,0
5.415,0.0,0,0
5.426,0.0,0,0
5.436,0.0,0,0
5.448,0.0,0,0
5.461,0.0,0,0
5.472,0.0,0,0
5.482,0.0,0,0
5.493,0.0,0,0
5.503,0.0,0,0
5.515,0.0,0,0
5.526,0.0,0,0
5.536,0.0,0,0
5.547,0.0,0,0
5.557,0.0,0,0
5.567,0.0,0,0
5.578,0.0,0,0
5.589,0.0,0,0
5.6,0.0,0,0
5.613,0.0,0,0
5.624,0.0,0,0
5.634,0.0,0,0
5.645,0.0,0,0
5.655,0.0,0,0
5.665,0.0,0,0
5.676,0.0,0,0
5.686,0.0,0,0
5.696,0.0,0,0
5.706,0.0,0,0
5.717,0.0,0,0
5.728,0.0,0,0
5.74,0.0,0,0
5.751,0.0,0,0
5.764,0.0,0,0
5.774,0.0,0,0
5.785,0.0,0,0
5.795,0.0,0,0
5.806,0.0,0,0
5.82,0.0,0,0
5.831,0.0,0,0
5.843,0.0,0,0
5.853,0.0,0,0
5.865,0.0,0,0
5.875,0.0,0,0
5.885,0.0,0,0
5.895,0.0,0,0
5.906,0.0,0,0
5.92,0.0,0,0
5.93,0.0,0,0
5.942,0.0,0,0
5.953,0.0,0,0
5.965,0.0,0,0
5.975,0.0,0,0
5.985,0.0,0,0
5.995,0.0,0,0
6.006,0.0,0,0
6.016,0.0,0,0
6.028,0.0,0,0
6.038,0.0,0,0
6.049,0.0,0,0
6.063,0.0,0,0
6.073,0.0,0,0
6.083,0.0,0,0
6.093,0.0,0,0
6.104,0.0,0,0
6.115,0.0,0,0
6.126,0.0,0,0
6.14,0.0,0,0
6.151,0.0,0,0
6.161,0.0,0,0
6.173,0.0,0,0
6.183,0.0,0,0
6.193,0.0,0,0
6.204,0.0,0,0
6.215,0.0,0,0
6.226,0.0,0,0
6.239,0.0,0,0
6.25,0.0,0,0
6.263,0.0,0,0
6.273,0.0,0,0
6.283,0.0,0,0
6.293,0.0,0,0
6.304,0.0,0,0
6.315,0.0,0,0
6.326,0.0,0,0
6.336,0.0,0,0
6.348,0.0,0,0
6.362,0.0,0,0
6.373,0.0,0,0
6.383,0.0,0,0
6.393,0.0,0,0
6.404,0.0,0,0
6.415,0.0,0,0
6.426,0.0,0,0
6.436,0.0,0,0
6.446,0.0,0,0
6.456,0.0,0,0
6.466,0.0,0,0
6.476,0.0,0,0
6.486,0.0,0,0
6.496,0.0,0,0
6.506,0.0,0,0
6.516,0.0,0,0
6.526,0.0,0,0
6.539,0.0,0,0
6.55,0.0,0,0
6.563,0.0,0,0
6.574,0.0,0,0
6.586,0.0,0,0
6.596,0.0,0,0
6.606,0.0,0,0
6.616,0.0,0,0
6.626,0.0,0,0
6.636,0.0,0,0
6.647,0.0,0,0
6.657,0.0,0,0
6.668,0.0,0,0
6.68,0.0,0,0
6.694,0.0,0,0
6.704,0.0,0,0
6.716,0.0,0,0
6.726,0.0,0,0
6.736,0.0,0,0
6.746,0.0,0,0
6.756,0.0,0,1
6.766,0.0,0,9
6.776,0.0,0,25
6.786,0.0,0,46
6.796,0.0,0,73
6.806,0.0,0,105
6.816,0.0,0,138
6.827,0.0,0,178
6.839,0.0,0,230
6.85,0.0,0,278
6.863,0.0,0,337
6.874,0.0,0,387
6.886,0.0,0,447
6.896,0.0,0,499
6.907,0.0,0,552
6.92,0.0,0,623
6.93,0.0,0,678
6.94,0.0,0,728
6.95,0.0,0,786
6.964,0.0,0,861
6.974,0.0,0,919
6.986,0.0,0,989
6.997,0.0,0,1049
7.007,0.0,0,1108
7.02,0.0,0,1186
7.031,0.0,0,1248
7.044,0.0,0,1328
7.054,0.0,0,1391
7.064,0.0,0,1447
7.074,0.0,0,1510
7.086,0.0,0,1586
7.097,0.0,0,1650
7.107,0.0,0,1713
7.117,0.0,0,1773
7.127,0.0,0,1840
7.14,0.0,0,1919
7.151,0.0,0,1988
7.164,0.0,0,2071
7.174,0.0,0,2137
7.186,0.0,0,2215
7.197,0.0,0,2282
7.207,0.0,0,2347
7.217,0.0,0,2410
7.227,0.0,0,2478
7.24,0.0,0,2561
7.251,0.0,0,2631
7.264,0.0,0,2718
7.274,0.0,0,2785
7.287,0.0,0,2866
7.297,0.0,0,2935
7.307,0.0,0,3002
7.317,0.0,0,3068
7.328,0.0,0,3138
7.34,0.0,0,3221
7.351,0.0,0,3292
7.364,0.0,0,3381
7.374,0.0,0,3451
7.387,0.0,0,3533
7.397,0.0,0,3602
7.407,0.0,0,3672
7.417,0.0,0,3739
7.428,0.026,0,3809
7.439,0.045,0,3886
7.451,0.0813,0,3970
7.464,0.1184,0,4058
7.475,0.1604,0,4128
7.486,0.2287,0,4203
7.497,0.3028,0,4281
7.507,0.369,0,4350
7.517,0.4574,0,4418
7.528,0.5511,0,4490
7.539,0.7039,0,4568
7.551,0.8523,0,4651
7.564,0.9814,0,4738
7.575,1.0959,0,4813
7.586,1.2439,0,4888
7.597,1.3602,0,4967
7.607,1.4473,0,5035
7.618,1.5411,0,5108
7.631,1.6408,0,5199
7.642,1.7092,0,5277
7.653,1.748,0,5354
7.665,1.778,0,5433
7.675,1.7791,0,5508
7.686,1.7691,0,5582
7.697,1.7718,0,5661
7.707,1.7845,0,5729
7.718,1.783,0,5803
7.729,1.8085,0,5878
7.74,1.8061,0,5958
7.751,1.8222,0,6037
7.762,1.824,0,6110
7.772,1.8293,0,6182
7.782,1.8422,0,6249
7.793,1.8473,0,6326
7.804,1.8517,0,6402
7.815,1.8765,0,6481
7.826,1.8689,0,6554
7.836,1.8735,0,6628
7.848,1.8858,0,6709
7.86,1.9158,0,6792
7.87,1.9504,0,6866
7.882,1.9915,0,6952
7.893,2.0251,0,7027
7.904,2.0545,0,7104
7.915,2.1243,0,7183
7.927,2.1707,0,7262
7.938,2.228,0,7345
7.95,2.3171,0,7424
7.964,2.4208,0,7521
7.975,2.5215,0,7599
7.986,2.6705,0,7679
7.998,2.8354,0,7760
8.008,2.9727,0,7834
8.018,3.1214,0,7904
8.029,3.2659,0,7978
8.04,3.4681,0,8058
8.052,3.621,0,8142
8.064,3.7899,0,8228
8.075,3.9235,0,8301
8.086,4.0882,0,8382
8.097,4.2431,0,8462
8.107,4.3667,0,8532
8.118,4.4975,0,8606
8.128,4.6127,0,8681
8.14,4.7206,0,8761
8.152,4.7406,0,8843
8.164,4.712,0,8933
8.176,4.6481,0,9013
8.187,4.5915,0,9090
8.198,4.5733,0,9171
8.208,4.6024,0,9244
8.218,4.6818,0,9311
8.229,4.8905,0,9391
8.24,5.0767,0,9471
8.253,5.2361,0,9558
8.266,5.4224,0,9650
8.276,5.5564,0,9722
8.288,5.7087,0,9806
8.299,5.8356,0,9884
8.309,5.9409,0,9953
8.319,6.0862,0,10026
8.33,6.2082,0,10100
8.341,6.3242,0,10181
8.353,6.4158,0,10264
8.363,6.5293,0,10337
8.374,6.6407,0,10410
8.385,6.7204,0,10494
8.396,6.7958,0,10568
8.408,6.8628,0,10652
8.419,6.9509,0,10728
8.43,7.0453,0,10810
8.441,7.1134,0,10890
8.453,7.192,0,10969
8.463,7.2517,0,11041
8.474,7.3062,0,11117
8.484,7.3701,0,11187
8.494,7.4177,0,11262
8.505,7.473,0,11335
8.516,7.5397,0,11415
8.527,7.5962,0,11493
8.538,7.644,0,11574
8.55,7.7243,0,11654
8.562,7.7829,0,11738
8.572,7.8513,0,11814
8.582,7.8772,0,11884
8.593,7.9374,0,11963
8.604,7.9935,0,12039
8.615,8.0628,0,12117
8.627,8.1129,0,12198
8.638,8.1653,0,12279
8.65,8.2523,0,12362
8.662,8.3238,0,12444
8.672,8.4219,0,12520
8.682,8.4798,0,12585
8.693,8.5566,0,12669
8.704,8.6531,0,12745
8.717,8.7517,0,12835
8.727,8.8393,0,12907
8.739,8.9462,0,12993
8.751,9.0802,0,13073
8.763,9.1915,0,13162
8.774,9.2914,0,13235
8.784,9.3854,0,13306
8.795,9.4954,0,13383
8.807,9.5955,0,13469
8.817,9.6839,0,13538
8.827,9.7905,0,13612
8.839,9.9047,0,13694
8.85,10.0301,0,13774
8.86,10.0971,0,13844
8.87,10.2045,0,13918
8.881,10.2929,0,13990
8.892,10.3908,0,14071
8.903,10.4938,0,14148
8.914,10.6357,0,14227
8.926,10.7774,0,14308
8.937,10.8942,0,14391
8.949,11.0011,0,14475
8.959,11.0859,0,14546
8.97,11.1808,0,14621
8.98,11.3075,0,14695
8.992,11.424,0,14776
9.003,11.5189,0,14854
9.013,11.6032,0,14925
9.024,11.7103,0,15000
9.034,11.8023,0,15072
9.045,11.8993,0,15149
9.057,11.9874,0,15239
